"Month","Date","State","TotalSamples","Negative","Positive"
"2020-06","2020-06-05","Kerala",104045,92818,1700
"2020-06","2020-06-05","Ladakh",9754,7204,97
"2020-06","2020-06-05","Madhya Pradesh",195249,179234,8996
"2020-06","2020-06-05","Maharashtra",524002,440445,77793
"2020-06","2020-06-05","Manipur",14629,,132
"2020-06","2020-06-05","Meghalaya",9592,,31
"2020-06","2020-06-05","Mizoram",1687,,22
"2020-06","2020-06-05","Nagaland",3974,2372,94
"2020-06","2020-06-05","Odisha",169010,,2608
"2020-06","2020-06-05","Puducherry",7963,7791,115
"2020-06","2020-06-05","Punjab",113542,,2461
"2020-06","2020-06-05","Rajasthan",480910,465349,10084
"2020-06","2020-06-05","Sikkim",4761,4143,3
"2020-06","2020-06-05","Tripura",32300,31606,694
"2020-06","2020-06-05","Uttar Pradesh",344717,332126,9733
"2020-06","2020-06-05","Uttarakhand",35967,27184,1215
"2020-06","2020-06-05","West Bengal",251517,,7303
"2020-06","2020-06-06","Andaman and Nicobar Islands",9037,,33
"2020-06","2020-06-06","Andhra Pradesh",436335,431875,3588
"2020-06","2020-06-06","Arunachal Pradesh",11261,9350,49
"2020-06","2020-06-06","Assam",146605,136154,2397
"2020-06","2020-06-06","Bihar",95473,,4745
"2020-06","2020-06-06","Chandigarh",5237,4906,309
"2020-06","2020-06-06","Chhattisgarh",85346,80477,923
"2020-06","2020-06-06","Dadra and Nagar Haveli and Daman and Diu",14780,14761,19
"2020-06","2020-06-06","Delhi",246873,,27654
"2020-06","2020-06-06","Goa",27402,,267
"2020-06","2020-06-06","Gujarat",245606,,19617
"2020-06","2020-06-06","Haryana",141688,132684,3952
"2020-06","2020-06-06","Himachal Pradesh",44509,43942,400
"2020-06","2020-06-06","Jammu and Kashmir",211880,208413,3467
"2020-06","2020-06-06","Jharkhand",84444,83416,1028
"2020-06","2020-06-06","Karnataka",372582,361382,5213
"2020-06","2020-06-06","Kerala",107796,97114,1808
"2020-06","2020-06-06","Ladakh",10164,7214,99
"2020-06","2020-06-06","Madhya Pradesh",200913,184202,9228
"2020-06","2020-06-06","Maharashtra",538009,451764,80229
"2020-06","2020-06-06","Meghalaya",10066,,33
"2020-06","2020-06-06","Mizoram",1991,,24
"2020-06","2020-06-06","Nagaland",4061,2614,107
"2020-06","2020-06-06","Odisha",172598,,2781
"2020-06","2020-06-06","Puducherry",8118,7968,118
"2020-06","2020-06-06","Punjab",115974,,2515
"2020-06","2020-06-06","Rajasthan",494480,478366,10337
"2020-06","2020-06-06","Sikkim",5005,4273,3
"2020-06","2020-06-06","Tamil Nadu",576695,545896,30152
"2020-06","2020-06-06","Tripura",33331,32582,749
"2020-06","2020-06-06","Uttar Pradesh",355085,342360,10103
"2020-06","2020-06-06","Uttarakhand",36638,28172,1245
"2020-06","2020-06-06","West Bengal",261288,,7738
"2020-06","2020-06-07","Andaman and Nicobar Islands",9242,,33
"2020-06","2020-06-07","Andhra Pradesh",454030,449371,3718
"2020-06","2020-06-07","Arunachal Pradesh",11516,9921,51
"2020-06","2020-06-07","Assam",153326,142192,2565
"2020-06","2020-06-07","Bihar",99108,,4972
"2020-06","2020-06-07","Chandigarh",5312,4977,314
"2020-06","2020-06-07","Chhattisgarh",88896,84344,1073
"2020-06","2020-06-07","Dadra and Nagar Haveli and Daman and Diu",15546,14926,20
"2020-06","2020-06-07","Delhi",251915,,28936
"2020-06","2020-06-07","Goa",29739,,300
"2020-06","2020-06-07","Gujarat",251686,,20097
"2020-06","2020-06-07","Haryana",145722,136555,4448
"2020-06","2020-06-07","Himachal Pradesh",45888,45254,411
"2020-06","2020-06-07","Jammu and Kashmir",218481,214394,4087
"2020-06","2020-06-07","Jharkhand",87721,86618,1103
"2020-06","2020-06-07","Karnataka",384442,372399,5452
"2020-06","2020-06-07","Kerala",111930,100319,1915
"2020-06","2020-06-07","Madhya Pradesh",208514,190155,9401
"2020-06","2020-06-07","Maharashtra",553063,463723,82968
"2020-06","2020-06-07","Manipur",17028,,172
"2020-06","2020-06-07","Meghalaya",10066,,33
"2020-06","2020-06-07","Mizoram",2252,,34
"2020-06","2020-06-07","Nagaland",4371,2956,118
"2020-06","2020-06-07","Odisha",176098,,2856
"2020-06","2020-06-07","Puducherry",8274,8112,130
"2020-06","2020-06-07","Punjab",124266,,2608
"2020-06","2020-06-07","Rajasthan",506784,491233,10599
"2020-06","2020-06-07","Tamil Nadu",592970,560890,31667
"2020-06","2020-06-07","Tripura",35263,34461,802
"2020-06","2020-06-07","Uttar Pradesh",360258,346684,10536
"2020-06","2020-06-07","Uttarakhand",37166,28945,1341
"2020-06","2020-06-07","West Bengal",271074,,8187
"2020-06","2020-06-08","Andaman and Nicobar Islands",9341,,33
"2020-06","2020-06-08","Andhra Pradesh",468276,463463,3843
"2020-06","2020-06-08","Arunachal Pradesh",12012,10376,57
"2020-06","2020-06-08","Bihar",102318,,5176
"2020-06","2020-06-08","Chandigarh",5385,5040,318
"2020-06","2020-06-08","Chhattisgarh",92598,86719,1160
"2020-06","2020-06-08","Dadra and Nagar Haveli and Daman and Diu",16277,15655,22
"2020-06","2020-06-08","Delhi",255615,,29943
"2020-06","2020-06-08","Goa",31455,,330
"2020-06","2020-06-08","Gujarat",256289,,20574
"2020-06","2020-06-08","Haryana",150220,140081,4854
"2020-06","2020-06-08","Himachal Pradesh",46416,45956,421
"2020-06","2020-06-08","Jammu and Kashmir",227906,223621,4285
"2020-06","2020-06-08","Jharkhand",92325,91035,1290
"2020-06","2020-06-08","Karnataka",393221,380630,5760
"2020-06","2020-06-08","Kerala",113956,103472,2006
"2020-06","2020-06-08","Madhya Pradesh",215194,196497,9638
"2020-06","2020-06-08","Maharashtra",565290,473588,85975
"2020-06","2020-06-08","Meghalaya",10746,,36
"2020-06","2020-06-08","Mizoram",2496,,42
"2020-06","2020-06-08","Nagaland",4729,3176,123
"2020-06","2020-06-08","Odisha",179415,,2994
"2020-06","2020-06-08","Puducherry",8472,8293,139
"2020-06","2020-06-08","Punjab",129821,,2663
"2020-06","2020-06-08","Rajasthan",518350,503208,10876
"2020-06","2020-06-08","Sikkim",5547,4953,6
"2020-06","2020-06-08","Tamil Nadu",607952,574209,33229
"2020-06","2020-06-08","Tripura",37453,36613,840
"2020-06","2020-06-08","Uttar Pradesh",380723,366630,10947
"2020-06","2020-06-08","Uttarakhand",39133,30620,1380
"2020-06","2020-06-08","West Bengal",280098,,8613
"2020-06","2020-06-09","Andaman and Nicobar Islands",9859,,33
"2020-06","2020-06-09","Andhra Pradesh",483361,478332,3990
"2020-06","2020-06-09","Arunachal Pradesh",12455,10642,57
"2020-06","2020-06-09","Assam",169842,159760,2937
"2020-06","2020-06-09","Bihar",105588,,5364
"2020-06","2020-06-09","Chhattisgarh",93059,89914,1211
"2020-06","2020-06-09","Delhi",261079,,31309
"2020-06","2020-06-09","Goa",32194,,359
"2020-06","2020-06-09","Gujarat",261587,,21044
"2020-06","2020-06-09","Haryana",153692,143513,5209
"2020-06","2020-06-09","Himachal Pradesh",47655,46541,437
"2020-06","2020-06-09","Jammu and Kashmir",235816,231470,4346
"2020-06","2020-06-09","Jharkhand",95099,93683,1416
"2020-06","2020-06-09","Karnataka",400257,387027,5921
"2020-06","2020-06-09","Kerala",126088,111892,2097
"2020-06","2020-06-09","Ladakh",10249,7888,108
"2020-06","2020-06-09","Madhya Pradesh",220936,203131,9849
"2020-06","2020-06-09","Maharashtra",579294,485144,88528
"2020-06","2020-06-09","Manipur",18612,,304
"2020-06","2020-06-09","Meghalaya",11247,,40
"2020-06","2020-06-09","Mizoram",2747,,88
"2020-06","2020-06-09","Nagaland",4896,3512,127
"2020-06","2020-06-09","Odisha",182384,,3140
"2020-06","2020-06-09","Puducherry",8752,8548,143
"2020-06","2020-06-09","Punjab",136343,,2719
"2020-06","2020-06-09","Rajasthan",530031,515872,11245
"2020-06","2020-06-09","Sikkim",5815,5508,12
"2020-06","2020-06-09","Tamil Nadu",621171,585678,34914
"2020-06","2020-06-09","Tripura",38572,37706,866
"2020-06","2020-06-09","Uttar Pradesh",391286,377667,11335
"2020-06","2020-06-09","Uttarakhand",40264,31945,1488
"2020-06","2020-06-09","West Bengal",287900,,8985
"2020-06","2020-06-10","Andaman and Nicobar Islands",10010,,35
"2020-06","2020-06-10","Andhra Pradesh",498716,493469,4126
"2020-06","2020-06-10","Arunachal Pradesh",13035,11420,61
"2020-06","2020-06-10","Bihar",109483,,5583
"2020-06","2020-06-10","Chandigarh",5532,5182,328
"2020-06","2020-06-10","Chhattisgarh",94576,92049,1262
"2020-06","2020-06-10","Dadra and Nagar Haveli and Daman and Diu",17179,16552,27
"2020-06","2020-06-10","Delhi",266156,,32810
"2020-06","2020-06-10","Goa",35332,,387
"2020-06","2020-06-10","Gujarat",266404,,21554
"2020-06","2020-06-10","Haryana",158470,147453,5438
"2020-06","2020-06-10","Himachal Pradesh",48922,48123,451
"2020-06","2020-06-10","Jammu and Kashmir",241891,237384,4507
"2020-06","2020-06-10","Jharkhand",95500,94077,1423
"2020-06","2020-06-10","Karnataka",408506,394603,6041
"2020-06","2020-06-10","Kerala",131006,116425,2162
"2020-06","2020-06-10","Madhya Pradesh",228042,210081,10049
"2020-06","2020-06-10","Maharashtra",595282,497990,90787
"2020-06","2020-06-10","Manipur",19756,,311
"2020-06","2020-06-10","Meghalaya",11505,,44
"2020-06","2020-06-10","Mizoram",2747,,102
"2020-06","2020-06-10","Nagaland",5220,3867,128
"2020-06","2020-06-10","Odisha",185401,,3250
"2020-06","2020-06-10","Puducherry",8954,8712,156
"2020-06","2020-06-10","Punjab",144467,,2805
"2020-06","2020-06-10","Rajasthan",543312,527864,11600
"2020-06","2020-06-10","Sikkim",6161,5850,12
"2020-06","2020-06-10","Tamil Nadu",638846,601363,36841
"2020-06","2020-06-10","Tripura",40027,39130,897
"2020-06","2020-06-10","Uttar Pradesh",404637,390841,11610
"2020-06","2020-06-10","Uttarakhand",40872,33369,1560
"2020-06","2020-06-10","West Bengal",297419,,9328
"2020-06","2020-06-11","Andaman and Nicobar Islands",10226,,38
"2020-06","2020-06-11","Andhra Pradesh",510318,504889,4261
"2020-06","2020-06-11","Arunachal Pradesh",13479,11754,67
"2020-06","2020-06-11","Assam",181108,171070,3319
"2020-06","2020-06-11","Bihar",113225,,5807
"2020-06","2020-06-11","Chandigarh",5636,5267,332
"2020-06","2020-06-11","Chhattisgarh",96230,93903,1398
"2020-06","2020-06-11","Delhi",271516,,34687
"2020-06","2020-06-11","Goa",37858,,417
"2020-06","2020-06-11","Gujarat",272924,,22067
"2020-06","2020-06-11","Haryana",162967,151060,5968
"2020-06","2020-06-11","Himachal Pradesh",50222,49465,470
"2020-06","2020-06-11","Jammu and Kashmir",247267,242693,4574
"2020-06","2020-06-11","Jharkhand",99931,98332,1599
"2020-06","2020-06-11","Karnataka",416506,402105,6245
"2020-06","2020-06-11","Kerala",135974,130857,2245
"2020-06","2020-06-11","Ladakh",10855,8222,135
"2020-06","2020-06-11","Madhya Pradesh",233740,217860,10241
"2020-06","2020-06-11","Maharashtra",610790,509990,94041
"2020-06","2020-06-11","Manipur",20528,,366
"2020-06","2020-06-11","Meghalaya",11889,,44
"2020-06","2020-06-11","Mizoram",3152,,104
"2020-06","2020-06-11","Nagaland",5667,4198,130
"2020-06","2020-06-11","Odisha",188743,,3386
"2020-06","2020-06-11","Puducherry",9250,8979,168
"2020-06","2020-06-11","Punjab",154498,,2887
"2020-06","2020-06-11","Rajasthan",558064,542256,11838
"2020-06","2020-06-11","Sikkim",6692,6063,12
"2020-06","2020-06-11","Tamil Nadu",655675,616395,38716
"2020-06","2020-06-11","Tripura",41389,40474,915
"2020-06","2020-06-11","Uttar Pradesh",420669,405442,12088
"2020-06","2020-06-11","Uttarakhand",41888,34604,1637
"2020-06","2020-06-11","West Bengal",306941,,9768
"2020-06","2020-06-12","Andaman and Nicobar Islands",10697,,38
"2020-06","2020-06-12","Andhra Pradesh",522093,516457,4402
"2020-06","2020-06-12","Arunachal Pradesh",14047,12119,87
"2020-06","2020-06-12","Assam",188090,177989,3498
"2020-06","2020-06-12","Bihar",116671,,6043
"2020-06","2020-06-12","Chandigarh",5708,5342,334
"2020-06","2020-06-12","Chhattisgarh",98603,95965,1429
"2020-06","2020-06-12","Delhi",277463,,36824
"2020-06","2020-06-12","Goa",39298,,463
"2020-06","2020-06-12","Gujarat",278137,,22562
"2020-06","2020-06-12","Haryana",167501,155395,6334
"2020-06","2020-06-12","Himachal Pradesh",51420,50793,486
"2020-06","2020-06-12","Jammu and Kashmir",254059,249329,4730
"2020-06","2020-06-12","Jharkhand",102092,100436,1656
"2020-06","2020-06-12","Karnataka",426341,411244,6516
"2020-06","2020-06-12","Kerala",140457,134743,2323
"2020-06","2020-06-12","Ladakh",10986,8460,239
"2020-06","2020-06-12","Madhya Pradesh",241461,224064,10443
"2020-06","2020-06-12","Maharashtra",626521,521942,97648
"2020-06","2020-06-12","Meghalaya",12219,,44
"2020-06","2020-06-12","Nagaland",6104,4593,156
"2020-06","2020-06-12","Odisha",192576,,3477
"2020-06","2020-06-12","Puducherry",9658,9351,175
"2020-06","2020-06-12","Punjab",165548,,2986
"2020-06","2020-06-12","Rajasthan",571543,556040,12068
"2020-06","2020-06-12","Sikkim",5157,4830,26
"2020-06","2020-06-12","Tamil Nadu",673906,632656,40698
"2020-06","2020-06-12","Tripura",40837,39877,960
"2020-06","2020-06-12","Uttar Pradesh",435601,421499,12619
"2020-06","2020-06-12","Uttarakhand",42783,35670,1692
"2020-06","2020-06-12","West Bengal",315699,,10244
"2020-06","2020-06-13","Andaman and Nicobar Islands",10955,,38
"2020-06","2020-06-13","Andhra Pradesh",536570,530712,4588
"2020-06","2020-06-13","Arunachal Pradesh",14518,12817,88
"2020-06","2020-06-13","Bihar",120086,,6183
"2020-06","2020-06-13","Chandigarh",5839,5459,345
"2020-06","2020-06-13","Chhattisgarh",101554,,1512
"2020-06","2020-06-13","Dadra and Nagar Haveli and Daman and Diu",17649,17021,28
"2020-06","2020-06-13","Delhi",283239,,38958
"2020-06","2020-06-13","Goa",40723,,523
"2020-06","2020-06-13","Gujarat",283623,,23079
"2020-06","2020-06-13","Haryana",171560,159333,6749
"2020-06","2020-06-13","Himachal Pradesh",52737,51106,493
"2020-06","2020-06-13","Jammu and Kashmir",260098,255220,4878
"2020-06","2020-06-13","Jharkhand",103905,102194,1711
"2020-06","2020-06-13","Karnataka",436518,420773,6824
"2020-06","2020-06-13","Kerala",144842,,2408
"2020-06","2020-06-13","Ladakh",11135,8814,437
"2020-06","2020-06-13","Madhya Pradesh",246973,231123,10641
"2020-06","2020-06-13","Maharashtra",643057,535252,101141
"2020-06","2020-06-13","Manipur",24046,,449
"2020-06","2020-06-13","Meghalaya",12560,,44
"2020-06","2020-06-13","Mizoram",3727,,107
"2020-06","2020-06-13","Nagaland",6466,4904,163
"2020-06","2020-06-13","Odisha",196456,,3723
"2020-06","2020-06-13","Puducherry",10008,9636,193
"2020-06","2020-06-13","Punjab",176533,,3063
"2020-06","2020-06-13","Rajasthan",584954,569314,12401
"2020-06","2020-06-13","Sikkim",5377,5029,62
"2020-06","2020-06-13","Tamil Nadu",691817,648545,42687
"2020-06","2020-06-13","Tripura",43972,42930,1042
"2020-06","2020-06-13","Uttar Pradesh",449616,433754,13118
"2020-06","2020-06-13","Uttarakhand",44040,36834,1759
"2020-06","2020-06-13","West Bengal",324707,,10698
"2020-06","2020-06-14","Andaman and Nicobar Islands",11356,,38
"2020-06","2020-06-14","Andhra Pradesh",552202,546050,4841
"2020-06","2020-06-14","Bihar",123629,,6355
"2020-06","2020-06-14","Chandigarh",5937,5563,350
"2020-06","2020-06-14","Chhattisgarh",103895,,1549
"2020-06","2020-06-14","Dadra and Nagar Haveli and Daman and Diu",18445,17813,31
"2020-06","2020-06-14","Delhi",290592,,41182
"2020-06","2020-06-14","Goa",41835,,564
"2020-06","2020-06-14","Gujarat",288565,,23590
"2020-06","2020-06-14","Haryana",185722,172678,7208
"2020-06","2020-06-14","Himachal Pradesh",53946,53301,518
"2020-06","2020-06-14","Jammu and Kashmir",266163,261122,5041
"2020-06","2020-06-14","Jharkhand",106104,104343,1761
"2020-06","2020-06-14","Karnataka",443969,427608,7000
"2020-06","2020-06-14","Kerala",149164,,2462
"2020-06","2020-06-14","Ladakh",11135,9087,539
"2020-06","2020-06-14","Madhya Pradesh",252762,236649,10802
"2020-06","2020-06-14","Maharashtra",659481,548250,104568
"2020-06","2020-06-14","Manipur",25226,,458
"2020-06","2020-06-14","Mizoram",4327,,112
"2020-06","2020-06-14","Nagaland",6478,5155,168
"2020-06","2020-06-14","Odisha",200014,,3909
"2020-06","2020-06-14","Puducherry",10321,9872,206
"2020-06","2020-06-14","Punjab",182225,,3140
"2020-06","2020-06-14","Rajasthan",598920,583279,12694
"2020-06","2020-06-14","Sikkim",5664,5177,67
"2020-06","2020-06-14","Tamil Nadu",710599,665401,44661
"2020-06","2020-06-14","Tripura",46015,44940,1075
"2020-06","2020-06-14","Uttar Pradesh",467702,442598,13615
"2020-06","2020-06-14","Uttarakhand",45344,37554,1816
"2020-06","2020-06-14","West Bengal",333733,,11087
"2020-06","2020-06-15","Andaman and Nicobar Islands",11518,,41
"2020-06","2020-06-15","Andhra Pradesh",567375,560919,5087
"2020-06","2020-06-15","Arunachal Pradesh",15453,13610,95
"2020-06","2020-06-15","Assam",217088,,4158
"2020-06","2020-06-15","Bihar",127126,,6581
"2020-06","2020-06-15","Chandigarh",6027,5643,357
"2020-06","2020-06-15","Chhattisgarh",107172,,1715
"2020-06","2020-06-15","Dadra and Nagar Haveli and Daman and Diu",23835,23072,38
"2020-06","2020-06-15","Delhi",296697,,42829
"2020-06","2020-06-15","Goa",42703,,592
"2020-06","2020-06-15","Gujarat",292909,,24104
"2020-06","2020-06-15","Haryana",189914,176741,7722
"2020-06","2020-06-15","Himachal Pradesh",54484,53923,556
"2020-06","2020-06-15","Jammu and Kashmir",271416,266196,5220
"2020-06","2020-06-15","Jharkhand",108576,106783,1793
"2020-06","2020-06-15","Karnataka",449331,432346,7213
"2020-06","2020-06-15","Kerala",151686,,2544
"2020-06","2020-06-15","Ladakh",11260,9456,555
"2020-06","2020-06-15","Madhya Pradesh",258040,242117,10935
"2020-06","2020-06-15","Maharashtra",671348,557161,107958
"2020-06","2020-06-15","Manipur",26458,,490
"2020-06","2020-06-15","Meghalaya",13353,,44
"2020-06","2020-06-15","Mizoram",4919,,117
"2020-06","2020-06-15","Nagaland",7132,5642,177
"2020-06","2020-06-15","Odisha",202513,,4055
"2020-06","2020-06-15","Puducherry",10486,10231,214
"2020-06","2020-06-15","Punjab",188699,,3267
"2020-06","2020-06-15","Rajasthan",609296,594991,12981
"2020-06","2020-06-15","Sikkim",5762,5521,68
"2020-06","2020-06-15","Tamil Nadu",729002,681961,46504
"2020-06","2020-06-15","Tripura",47683,46599,1084
"2020-06","2020-06-15","Uttar Pradesh",466081,,14091
"2020-06","2020-06-15","Uttarakhand",46573,38643,1836
"2020-06","2020-06-15","West Bengal",343242,,11494
"2020-06","2020-06-16","Andaman and Nicobar Islands",11809,,44
"2020-06","2020-06-16","Andhra Pradesh",583286,576566,5280
"2020-06","2020-06-16","Arunachal Pradesh",16158,14339,99
"2020-06","2020-06-16","Assam",227109,,4319
"2020-06","2020-06-16","Bihar",130783,,6736
"2020-06","2020-06-16","Chandigarh",6115,5727,358
"2020-06","2020-06-16","Chhattisgarh",110062,,1784
"2020-06","2020-06-16","Dadra and Nagar Haveli and Daman and Diu",24492,23695,51
"2020-06","2020-06-16","Delhi",304483,,44688
"2020-06","2020-06-16","Goa",44378,,629
"2020-06","2020-06-16","Gujarat",296335,,24628
"2020-06","2020-06-16","Haryana",193421,180051,8272
"2020-06","2020-06-16","Himachal Pradesh",56106,55333,560
"2020-06","2020-06-16","Jammu and Kashmir",276174,270876,5298
"2020-06","2020-06-16","Jharkhand",110813,108974,1839
"2020-06","2020-06-16","Karnataka",457267,439654,7530
"2020-06","2020-06-16","Kerala",157117,,2623
"2020-06","2020-06-16","Ladakh",11537,9660,649
"2020-06","2020-06-16","Madhya Pradesh",263983,247196,11083
"2020-06","2020-06-16","Maharashtra",686488,569863,110744
"2020-06","2020-06-16","Meghalaya",13878,,44
"2020-06","2020-06-16","Mizoram",5524,,121
"2020-06","2020-06-16","Nagaland",7835,6232,179
"2020-06","2020-06-16","Odisha",205501,,4163
"2020-06","2020-06-16","Puducherry",10929,10511,233
"2020-06","2020-06-16","Punjab",198211,,3371
"2020-06","2020-06-16","Rajasthan",622334,606279,13216
"2020-06","2020-06-16","Sikkim",6192,5715,68
"2020-06","2020-06-16","Tamil Nadu",748244,699645,48019
"2020-06","2020-06-16","Telangana",44431,39025,5406
"2020-06","2020-06-16","Tripura",49208,48118,1090
"2020-06","2020-06-16","Uttar Pradesh",480047,,14598
"2020-06","2020-06-16","Uttarakhand",47870,39552,1912
"2020-06","2020-06-16","West Bengal",351754,,11909
"2020-06","2020-06-17","Andaman and Nicobar Islands",12239,,44
"2020-06","2020-06-17","Andhra Pradesh",598474,591403,5555
"2020-06","2020-06-17","Arunachal Pradesh",16630,14698,103
"2020-06","2020-06-17","Assam",235214,,4605
"2020-06","2020-06-17","Bihar",134402,,6889
"2020-06","2020-06-17","Chandigarh",6233,5830,368
"2020-06","2020-06-17","Chhattisgarh",113613,,1864
"2020-06","2020-06-17","Dadra and Nagar Haveli and Daman and Diu",25575,24650,58
"2020-06","2020-06-17","Delhi",312576,,47102
"2020-06","2020-06-17","Goa",45685,,656
"2020-06","2020-06-17","Gujarat",303671,,25148
"2020-06","2020-06-17","Haryana",197703,183395,8832
"2020-06","2020-06-17","Himachal Pradesh",57479,56861,585
"2020-06","2020-06-17","Jammu and Kashmir",282268,276862,5406
"2020-06","2020-06-17","Jharkhand",113004,111109,1895
"2020-06","2020-06-17","Karnataka",464798,446448,7734
"2020-06","2020-06-17","Kerala",161829,,2698
"2020-06","2020-06-17","Ladakh",11626,9833,687
"2020-06","2020-06-17","Madhya Pradesh",271205,253474,11244
"2020-06","2020-06-17","Manipur",29865,,552
"2020-06","2020-06-17","Meghalaya",14316,,43
"2020-06","2020-06-17","Mizoram",6035,,121
"2020-06","2020-06-17","Nagaland",8387,,193
"2020-06","2020-06-17","Odisha",208472,,4338
"2020-06","2020-06-17","Puducherry",11356,10920,257
"2020-06","2020-06-17","Punjab",208408,,3497
"2020-06","2020-06-17","Rajasthan",637937,620217,13542
"2020-06","2020-06-17","Sikkim",6349,6004,70
"2020-06","2020-06-17","Tamil Nadu",773707,722830,50193
"2020-06","2020-06-17","Telangana",45911,40236,5675
"2020-06","2020-06-17","Tripura",50268,49135,1133
"2020-06","2020-06-17","Uttar Pradesh",496206,,15181
"2020-06","2020-06-17","Uttarakhand",49462,40434,1985
"2020-06","2020-06-17","West Bengal",360976,,12300
"2020-06","2020-06-18","Andaman and Nicobar Islands",12622,,45
"2020-06","2020-06-18","Andhra Pradesh",612397,604901,5854
"2020-06","2020-06-18","Arunachal Pradesh",16630,14698,103
"2020-06","2020-06-18","Assam",246590,,4861
"2020-06","2020-06-18","Bihar",139584,,6993
"2020-06","2020-06-18","Chandigarh",6315,5912,373
"2020-06","2020-06-18","Chhattisgarh",116329,,1946
"2020-06","2020-06-18","Dadra and Nagar Haveli and Daman and Diu",26752,25461,69
"2020-06","2020-06-18","Delhi",321302,,49979
"2020-06","2020-06-18","Goa",46996,,705
"2020-06","2020-06-18","Gujarat",308744,,25658
"2020-06","2020-06-18","Haryana",202808,187303,9218
"2020-06","2020-06-18","Himachal Pradesh",59214,58063,595
"2020-06","2020-06-18","Jammu and Kashmir",289027,283472,5555
"2020-06","2020-06-18","Jharkhand",115186,113267,1919
"2020-06","2020-06-18","Karnataka",473507,454476,7944
"2020-06","2020-06-18","Kerala",169035,,2795
"2020-06","2020-06-18","Ladakh",12082,9901,687
"2020-06","2020-06-18","Madhya Pradesh",277451,260395,11426
"2020-06","2020-06-18","Maharashtra",719637,595843,123794
"2020-06","2020-06-18","Manipur",30476,,606
"2020-06","2020-06-18","Meghalaya",14647,,43
"2020-06","2020-06-18","Mizoram",6661,,130
"2020-06","2020-06-18","Nagaland",9039,7567,193
"2020-06","2020-06-18","Odisha",212224,,4512
"2020-06","2020-06-18","Puducherry",11679,11230,285
"2020-06","2020-06-18","Punjab",219528,,3615
"2020-06","2020-06-18","Rajasthan",654816,636216,13857
"2020-06","2020-06-18","Tamil Nadu",800443,747428,52334
"2020-06","2020-06-18","Tripura",51495,50341,1154
"2020-06","2020-06-18","Uttar Pradesh",515280,,15785
"2020-06","2020-06-18","Uttarakhand",50796,42008,2079
"2020-06","2020-06-18","West Bengal",370291,,12735
"2020-06","2020-06-19","Andaman and Nicobar Islands",12930,,47
"2020-06","2020-06-19","Andhra Pradesh",630006,622045,7961
"2020-06","2020-06-19","Arunachal Pradesh",18008,14698,135
"2020-06","2020-06-19","Assam",258797,,4904
"2020-06","2020-06-19","Bihar",145562,,7178
"2020-06","2020-06-19","Chandigarh",6438,6032,375
"2020-06","2020-06-19","Chhattisgarh",120523,115197,2018
"2020-06","2020-06-19","Delhi",334376,,53116
"2020-06","2020-06-19","Goa",49718,,725
"2020-06","2020-06-19","Gujarat",314301,,26198
"2020-06","2020-06-19","Haryana",207675,192082,9743
"2020-06","2020-06-19","Himachal Pradesh",60814,59675,627
"2020-06","2020-06-19","Jammu and Kashmir",295202,289522,5680
"2020-06","2020-06-19","Jharkhand",117569,115608,1961
"2020-06","2020-06-19","Karnataka",484060,464338,8281
"2020-06","2020-06-19","Kerala",173729,,2913
"2020-06","2020-06-19","Ladakh",12516,10091,744
"2020-06","2020-06-19","Madhya Pradesh",282674,267247,11582
"2020-06","2020-06-19","Maharashtra",737597,609968,120504
"2020-06","2020-06-19","Manipur",32093,,681
"2020-06","2020-06-19","Meghalaya",15104,,43
"2020-06","2020-06-19","Mizoram",7496,,130
"2020-06","2020-06-19","Nagaland",10102,8213,198
"2020-06","2020-06-19","Odisha",216607,,4677
"2020-06","2020-06-19","Puducherry",11992,11486,301
"2020-06","2020-06-19","Punjab",227012,,3832
"2020-06","2020-06-19","Rajasthan",667643,650510,14156
"2020-06","2020-06-19","Sikkim",6882,6500,70
"2020-06","2020-06-19","Tamil Nadu",827980,772937,54449
"2020-06","2020-06-19","Telangana",50569,44043,6526
"2020-06","2020-06-19","Tripura",52752,51571,1181
"2020-06","2020-06-19","Uttar Pradesh",532505,,16594
"2020-06","2020-06-19","Uttarakhand",53155,43438,2127
"2020-06","2020-06-19","West Bengal",380612,,13090
"2020-06","2020-06-20","Andaman and Nicobar Islands",13320,,47
"2020-06","2020-06-20","Andhra Pradesh",652377,643925,8452
"2020-06","2020-06-20","Arunachal Pradesh",18521,16827,135
"2020-06","2020-06-20","Assam",273047,,5006
"2020-06","2020-06-20","Bihar",151148,,7380
"2020-06","2020-06-20","Chandigarh",6578,6162,390
"2020-06","2020-06-20","Chhattisgarh",123983,,2076
"2020-06","2020-06-20","Dadra and Nagar Haveli and Daman and Diu",27617,26901,93
"2020-06","2020-06-20","Delhi",351909,,56746
"2020-06","2020-06-20","Goa",51404,,754
"2020-06","2020-06-20","Gujarat",319414,,26737
"2020-06","2020-06-20","Haryana",212430,196836,10223
"2020-06","2020-06-20","Himachal Pradesh",62580,61662,656
"2020-06","2020-06-20","Jammu and Kashmir",301209,295375,5834
"2020-06","2020-06-20","Jharkhand",120892,117722,2024
"2020-06","2020-06-20","Karnataka",493893,473357,8697
"2020-06","2020-06-20","Kerala",178559,,3040
"2020-06","2020-06-20","Ladakh",12838,10307,836
"2020-06","2020-06-20","Madhya Pradesh",290831,273628,11724
"2020-06","2020-06-20","Maharashtra",756809,624869,124331
